Full Name,Last Name,First Name,Sholar link,Citations,h-index,i10-index,t10-index,University,"Rank (Full, Associate, Assistant, Other)",UniversityID,
Thomas L. Magnanti,Magnanti,Thomas,NA,NaN,NaN,NaN,188,Massachusetts Institute of Technology  ,Full,44,
Roger Mark,Mark,Roger,NA,NaN,NaN,NaN,200,Massachusetts Institute of Technology  ,Full,44,
Muriel Medard,Medard,Muriel,https://scholar.google.com/citations?user=6_oL_9IAAAAJ&hl=en&oi=ao,24864,65,254,462,Massachusetts Institute of Technology  ,Full,44,
Albert Meyer,Meyer,Albert,NA,NaN,NaN,NaN,190,Massachusetts Institute of Technology  ,Full,44,
Silvio Micali,Micali,Silvio,NA,NaN,NaN,NaN,634,Massachusetts Institute of Technology  ,Full,44,
Rob Miller,Miller,Rob,NA,NaN,NaN,NaN,NaN,Massachusetts Institute of Technology  ,Full,44,
Sanjoy Mitter,Mitter,Sanjoy,NA,NaN,NaN,NaN,254,Massachusetts Institute of Technology  ,Full,44,
Robert Morris,Morris,Robert,https://scholar.google.com/citations?user=in6eBIwAAAAJ&hl=en&oi=ao,54096,64,104,2029,Massachusetts Institute of Technology  ,Full,44,
Joel Moses,Moses,Joel,NA,NaN,NaN,NaN,54,Massachusetts Institute of Technology  ,Full,44,
Alan Oppenheim,Oppenheim,Allan,NA,NaN,NaN,NaN,497,Massachusetts Institute of Technology  ,Full,44,
Asuman Ozdaglar,Ozdaglar,Asuman,https://scholar.google.com/citations?user=nWnBSOsAAAAJ&hl=en&oi=ao,10390,48,103,232,Massachusetts Institute of Technology  ,Full,44,
Li-Shiuan Peh,Peh,Li-Shiuan,https://scholar.google.com/citations?user=3tcUh04AAAAJ&hl=en,12421,50,93,333,Massachusetts Institute of Technology  ,Full,44,
Martin Rinard,Rinard,Martin,https://scholar.google.com/citations?user=hxlxVEUAAAAJ&hl=en&oi=ao,12899,57,149,201,Massachusetts Institute of Technology  ,Full,44,
Ronald Rivest,Rivest,Ronald,https://scholar.google.com/citations?user=6qE0tdAAAAAJ&hl=en&oi=ao,104737,87,229,1146,Massachusetts Institute of Technology  ,Full,44,
Ronitt Rubinfeld,Rubinfeld,Ronitt,https://scholar.google.com/citations?user=pZhZndYAAAAJ&hl=en&oi=ao,5736,35,69,124,Massachusetts Institute of Technology  ,Full,44,
Daniela Rus,Rus,Daniela,https://scholar.google.com/citations?user=910z20QAAAAJ&hl=en&oi=ao,20951,73,298,284,Massachusetts Institute of Technology  ,Full,44,
Devavrat Shah,Shah,Devavrat,https://scholar.google.com/citations?user=3qPiYJoAAAAJ&hl=en&oi=ao,10797,52,138,213,Massachusetts Institute of Technology  ,Full,44,
Nir Shavit,Shavit,Nir,NA,NaN,NaN,NaN,147,Massachusetts Institute of Technology  ,Full,44,
Gerald Sussman,Sussman,Gerald,NA,NaN,NaN,NaN,380,Massachusetts Institute of Technology  ,Full,44,
Peter Szolovits,Szolovits,Peter,https://scholar.google.com/citations?user=1LuGqFQAAAAJ&hl=en&oi=ao,6382,37,80,146,Massachusetts Institute of Technology  ,Full,44,
Russell Tedrake,Tedrake,Russell,https://scholar.google.com/citations?user=nxNkEiYAAAAJ&hl=en&oi=ao,5094,32,78,103,Massachusetts Institute of Technology  ,Full,44,
Bruce Tidor,Tidor,Bruce,https://scholar.google.com/citations?user=0YlwI5MAAAAJ&hl=en&oi=ao,12641,53,110,198,Massachusetts Institute of Technology  ,Full,44,
Antonio Torralba,Torralba,Antonio,https://scholar.google.com/citations?user=8cxDHS4AAAAJ,28444,65,114,740,Massachusetts Institute of Technology  ,Full,44,
John Tsitsiklis,Tsitsiklis,John,https://scholar.google.com/citations?user=bWTPrLEAAAAJ&hl=en&oi=ao,38473,75,214,639,Massachusetts Institute of Technology  ,Full,44,
George Verghese,Verghese,George,https://scholar.google.com/citations?user=ALGiEhQAAAAJ&hl=en&oi=ao,12405,50,115,260,Massachusetts Institute of Technology  ,Full,44,
Stephen Ward,Ward,Stephen,NA,NaN,NaN,NaN,NaN,Massachusetts Institute of Technology  ,Full,44,
Jacob K. White,White,Jacob,NA,NaN,NaN,NaN,58,Massachusetts Institute of Technology  ,Full,44,
Alan S. Willsky,Willsky,Alan,https://scholar.google.com/citations?user=XYy_Nm4AAAAJ&hl=en&oi=ao,35648,86,326,543,Massachusetts Institute of Technology  ,Full,44,
Patrick Winston,Winston,Patrick,NA,NaN,NaN,NaN,171,Massachusetts Institute of Technology  ,Full,44,
Gregory W. Wornell,Wornell,Gregory,NA,NaN,NaN,NaN,521,Massachusetts Institute of Technology  ,Full,44,
Lizhong Zheng,Zheng,Lizhong,NA,NaN,NaN,NaN,89,Massachusetts Institute of Technology  ,Full,44,
Victor Zue,Zue,Victor,NA,NaN,NaN,NaN,201,Massachusetts Institute of Technology  ,Full,44,
Scott Aaronson,Aaronson,Scott,NA,NaN,NaN,NaN,116,Massachusetts Institute of Technology  ,Associate,44,
Elfar Adalsteinsson,Adalsteinsson,Elfar,NA,NaN,NaN,NaN,160,Massachusetts Institute of Technology  ,Associate,44,
Regina Barzilay,Barzilay,Regina,NA,NaN,NaN,NaN,249,Massachusetts Institute of Technology  ,Associate,44,
Adam Chlipala,Chlipala,Adam,https://scholar.google.com/citations?user=Imh0w3AAAAAJ&hl=en&oi=ao,1448,17,26,62,Massachusetts Institute of Technology  ,Associate,44,
Konstantinos Daskalakis,Daskalakis,Konstantinos,https://scholar.google.com/citations?user=iTv2cOgAAAAJ&hl=en&oi=ao,3003,28,59,55,Massachusetts Institute of Technology  ,Associate,44,
Wojciech Matusik,Matusik,Wojciech,https://scholar.google.com/citations?user=wbIMbL8AAAAJ&hl=en&oi=ao,9062,50,102,176,Massachusetts Institute of Technology  ,Associate,44,
Alexandre Megretski,Megretski,Alexandre,NA,NaN,NaN,NaN,44,Massachusetts Institute of Technology  ,Associate,44,
Pablo Parrilo,Parrilo,Pablo,https://scholar.google.com/citations?user=s_IPfEYAAAAJ&hl=en&oi=ao,12098,42,101,331,Massachusetts Institute of Technology  ,Associate,44,
Vinod Vaikuntanathan,Vaikuntanathan,Vinod,https://scholar.google.com/citations?user=a8jIPIkAAAAJ&hl=en&oi=ao,8115,37,64,195,Massachusetts Institute of Technology  ,Associate,44,
Ron Weiss,Weiss,Ron,NA,NaN,NaN,NaN,NaN,Massachusetts Institute of Technology  ,Associate,44,
Nickolai Zeldovich,Zeldovich,Nickolai,https://scholar.google.com/citations?user=DJ6--hMAAAAJ&hl=en&oi=ao,5062,36,57,131,Massachusetts Institute of Technology  ,Associate,44,
Mohammad Alizadeh,Alizadeh,Mohammad,https://scholar.google.com/citations?user=6_cxCKQAAAAJ&hl=en,1729,14,14,28,Massachusetts Institute of Technology  ,Assistant,44,
Guy Bresler,Bresler,Guy,https://scholar.google.com/citations?user=2aMqJTgAAAAJ&hl=en,1058,10,20,14,Massachusetts Institute of Technology  ,Assistant,44,
Tamara Broderick,Broderick,Tamara,https://scholar.google.com/citations?user=dPX0wQcAAAAJ&hl=en&oi=ao,452,12,13,21,Massachusetts Institute of Technology  ,Assistant,44,
Michael Carbin,Carbin,Michael,https://scholar.google.com/citations?user=mtejbKYAAAAJ&hl=en,1224,13,15,10,Massachusetts Institute of Technology  ,Assistant,44,
Stefanie Jegelka,Jegelka,Stefanie,NA,NaN,NaN,NaN,20,Massachusetts Institute of Technology  ,Assistant,44,
Aleksander Madry,Madry,Aleksander,https://scholar.google.com/citations?user=SupjsEUAAAAJ&hl=en&oi=ao,607,10,10,16,Massachusetts Institute of Technology  ,Assistant,44,
Yury Polyanskiy,Polyanskiy,Yury,NA,NaN,NaN,NaN,32,Massachusetts Institute of Technology  ,Assistant,44,
Daniel Sanchez,Sanchez,Daniel,https://scholar.google.com/citations?user=se0TZ2EAAAAJ&hl=en,1006,12,13,34,Massachusetts Institute of Technology  ,Assistant,44,
Max Shulaker,Shulaker,Max,NA,NaN,NaN,NaN,8,Massachusetts Institute of Technology  ,Assistant,44,
Armando Solar-Lezama,Solar-Lezama,Armando,https://scholar.google.com/citations?user=8BX3BokAAAAJ&hl=en,1639,17,28,50,Massachusetts Institute of Technology  ,Assistant,44,
Justin Solomon,Solomon,Justin,https://scholar.google.com/citations?user=pImSVwoAAAAJ&hl=en,536,11,13,20,Massachusetts Institute of Technology  ,Assistant,44,
Vivienne Sza,Sze,Vivienne,https://scholar.google.com/citations?user=hNWGC5QAAAAJ&hl=en,1120,19,27,34,Massachusetts Institute of Technology  ,Assistant,44,
Caroline Uhler,Uhler,Caroline,https://scholar.google.com/citations?hl=en&user=dIJFcaoAAAAJ&view_op=list_works&sortby=pubdate,722,9,9,9,Massachusetts Institute of Technology  ,Assistant,44,
Matei Zaharia,Zaharia,Matei,https://scholar.google.com/citations?user=I1EvjZsAAAAJ,23314,32,49,310,Massachusetts Institute of Technology  ,Assistant,44,
"Banzhaf, Wolfgang",Banzhaf,Wolfgang,https://scholar.google.com/citations?user=u-FjxEUAAAAJ&hl=en&oi=ao,12252,50,168,162,Michigan State University  ,Full,45,
"Chai, Joyce",Chai,Joyce,NA,NaN,NaN,NaN,44,Michigan State University  ,Full,45,
"Cheng, Betty H.C.",Cheng,Betty H.C.,https://scholar.google.com/citations?user=qABYFOIAAAAJ&hl=en&oi=ao,10773,44,185,156,Michigan State University  ,Full,45,
"Dillon, Laura",Dillon,Laura,NA,NaN,NaN,NaN,38,Michigan State University  ,Full,45,
"Dyksen, Wayne",Dyksen,Wayne,NA,NaN,NaN,NaN,17,Michigan State University  ,Full,45,
"Jain, Anil K.",Jain,Anil K.,https://scholar.google.com/citations?user=g-_ZXGsAAAAJ&hl=en&oi=ao,141720,154,507,2538,Michigan State University  ,Full,45,
"Kulkarni, Sandeep",Kulkarni,Sandeep,https://scholar.google.com/citations?user=9us9lu0AAAAJ&hl=en&oi=ao,4354,31,66,77,Michigan State University  ,Full,45,
"Liu, Alex",Liu,Alex,https://scholar.google.com/citations?user=qRjO51UAAAAJ&hl=en&oi=ao,14627,36,412,96,Michigan State University  ,Full,45,
"McKinley, Philip K",McKinley,Philip K,https://scholar.google.com/citations?user=70oIOKIAAAAJ&hl=en&oi=ao,6948,38,95,110,Michigan State University  ,Full,45,
"Mutka, Matt W.",Mutka,Matt W.,NA,NaN,NaN,NaN,61,Michigan State University  ,Full,45,
"Ofria, Charles A.",Ofria,Charles A.,https://scholar.google.com/citations?user=nYLuKDAAAAAJ&hl=en&oi=sra,4371,27,51,108,Michigan State University  ,Full,45,
"Ross, Arun",Ross,Arun,https://scholar.google.com/citations?user=7IiUQDkAAAAJ&hl=en&oi=ao,18966,47,140,437,Michigan State University  ,Full,45,
"Weng, Juyang John",Weng,Juyang (John),https://scholar.google.com/citations?user=HnQ2gqMAAAAJ&hl=en&oi=ao,12671,46,120,191,Michigan State University  ,Full,45,
"Enbody, Richard J.",Enbody,Richard J.,https://scholar.google.com/citations?user=QR4VpsIAAAAJ&hl=en&oi=sra,1636,18,27,32,Michigan State University  ,Associate,45,
"Esfahanian, Abdol-Hossein",Esfahanian,Abdol-Hossein,NA,NaN,NaN,NaN,19,Michigan State University  ,Associate,45,
"Owen, Charles B.",Owen,Charles B.,NA,NaN,NaN,NaN,38,Michigan State University  ,Associate,45,
"Punch, William F.",Punch,William F.,https://scholar.google.com/citations?user=U9HQ2qUAAAAJ&hl=en&oi=sra,6413,38,84,145,Michigan State University  ,Associate,45,
"Sun, Yanni",Sun,Yanni,NA,NaN,NaN,NaN,NaN,Michigan State University  ,Associate,45,
"Tan, Pang-Ning",Tan,Pang-Ning,https://scholar.google.com/citations?user=xNs4D2QAAAAJ&hl=en&oi=ao,16585,40,89,171,Michigan State University  ,Associate,45,
"Tong, Yiying",Tong,Yiying,https://scholar.google.com/citations?user=2Dz330cAAAAJ&hl=en&oi=ao,2671,27,39,88,Michigan State University  ,Associate,45,
"Torng, Eric",Torng,Eric,https://scholar.google.com/citations?user=FyeZL14AAAAJ&hl=en&oi=ao,2552,22,46,81,Michigan State University  ,Associate,45,
"Xiao, Li",Xiao,Li,NA,NaN,NaN,NaN,NaN,Michigan State University  ,Associate,45,
"Xing, Guoliang",Xing,Guoliang,https://scholar.google.com/citations?user=kI5JKs8AAAAJ&hl=en&oi=ao,6311,38,80,112,Michigan State University  ,Associate,45,
"Aktulga, Metin",Aktulga,Metin,https://scholar.google.com/citations?user=CfLHDYgAAAAJ&hl=en&oi=ao,542,12,13,15,Michigan State University  ,Assistant,45,
"Boddeti, Vishnu",Boddeti,Vishnu,https://scholar.google.com/citations?user=JKcrO9IAAAAJ&hl=en&oi=ao,286,9,9,8,Michigan State University  ,Assistant,45,
"Ding, Hu",Ding,Hu,NA,NaN,NaN,NaN,NaN,Michigan State University  ,Assistant,45,
"Liu, Keven",Liu,Keven,https://scholar.google.com/citations?user=exrdRM0AAAAJ&hl=en&oi=ao,106,10,10,15,Michigan State University  ,Assistant,45,
"Liu, Xiaoming",Liu,Xiaoming,https://scholar.google.com/citations?user=Bii0w1oAAAAJ&hl=en&oi=ao,4277,28,78,75,Michigan State University  ,Assistant,45,
"Tang, Jiliang",Tang,Jiliang,https://scholar.google.com/citations?user=WtzKMWAAAAAJ&hl=en&oi=ao,1951,23,35,75,Michigan State University  ,Assistant,45,
"Tu, Guan-Hua (Scott)",Tu,Guan-Hua (Scott),NA,NaN,NaN,NaN,0,Michigan State University  ,Assistant,45,
"Zhou, Jiayu",Zhou,Jiayu,https://scholar.google.com/citations?user=yQKlLTQAAAAJ&hl=en&oi=ao,926,14,18,19,Michigan State University  ,Assistant,45,
"Nooshabadi, Saeid",Nooshabadi,Saeid,NA,NaN,NaN,NaN,26,Michigan Technological University  ,Full,46,
"Onder, Soner",Onder,Soner,https://scholar.google.com/citations?user=co8JfCAAAAAJ&hl=en&oi=ao,472,11,11,12,Michigan Technological University  ,Full,46,
"Ott, Linda",Ott,Linda,https://scholar.google.com/citations?user=HnxM2zkAAAAJ&hl=en&oi=ao,1705,12,12,33,Michigan Technological University  ,Full,46,
"Shene, Ching-Kuang",Shene,Ching-Kuang,NA,NaN,NaN,NaN,21,Michigan Technological University  ,Full,46,
"Song, Min",Song,Min,NA,NaN,NaN,NaN,NaN,Michigan Technological University  ,Full,46,
"Wang, Zhenlin",Wang,Zhenlin,https://scholar.google.com/citations?user=ZAtffHkAAAAJ&hl=en&oi=ao,1141,16,21,34,Michigan Technological University  ,Full,46,
"Brown, Laura E.",Brown,Laura E.,https://scholar.google.com/citations?user=fi756TwAAAAJ&hl=en&oi=ao,1749,12,14,25,Michigan Technological University  ,Associate,46,
"Ebnenasir, Ali",Ebnenasir,Ali,https://scholar.google.com/citations?user=qeaGCqAAAAAJ&hl=en&oi=ao,499,12,15,15,Michigan Technological University  ,Associate,46,
"Havens, Timothy",Havens,Timothy,https://scholar.google.com/citations?user=JHGQqLcAAAAJ&hl=en&oi=ao,1080,17,34,20,Michigan Technological University  ,Associate,46,
"Jeon, Myounghoon Philart",Jeon, Myounghoon Philart,https://scholar.google.com/citations?user=jjI0uJ8AAAAJ&hl=en&oi=ao,429,11,13,12,Michigan Technological University  ,Associate,46,
"Kuhl, Scott A.",Kuhl,Scott A.,https://scholar.google.com/citations?user=jU731TAAAAAJ&hl=en&oi=sra,257,8,7,6,Michigan Technological University  ,Associate,46,
"Mayo, Jean",Mayo,Jean,https://scholar.google.com/citations?user=MjIy_X0AAAAJ&hl=en,314,11,12,11,Michigan Technological University  ,Associate,46,
"Onder, Nilufer",Onder,Nilufer,https://scholar.google.com/citations?user=BZi6Z08AAAAJ&hl=en&oi=ao,330,9,9,10,Michigan Technological University  ,Associate,46,
"Pastel, Robert",Pastel,Robert,NA,NaN,NaN,NaN,NaN,Michigan Technological University  ,Associate,46,
"Wallace, Charles",Wallace,Charles,NA,NaN,NaN,NaN,NaN,Michigan Technological University  ,Associate,46,
"Vertanen, Keith",Vertanen,Keith,https://scholar.google.com/citations?user=ItRAq1sAAAAJ&hl=en&oi=ao,657,15,20,21,Michigan Technological University  ,Assistant,46,
"Banicescu, Ioana",Banicescu,Ioana,NA,NaN,NaN,NaN,18,Mississippi State University  ,Full,47,
"Dampier, David",Dampier,David,NA,NaN,NaN,NaN,11,Mississippi State University  ,Full,47,
"Hamilton, Drew",Hamilton,Drew,NA,NaN,NaN,NaN,NaN,Mississippi State University  ,Full,47,
"Hodges, Julia E.",Hodges,Julia E.,NA,NaN,NaN,NaN,0,Mississippi State University  ,Full,47,
"Luke, Edward",Luke,Edward,https://scholar.google.com/citations?user=zWx92q0AAAAJ&hl=en&oi=ao,920,17,24,33,Mississippi State University  ,Full,47,
"Reese, Donna",Reese,Donna,NA,NaN,NaN,NaN,12,Mississippi State University  ,Full,47,
"Swan, Ed",Swan,Ed,NA,NaN,NaN,NaN,NaN,Mississippi State University  ,Full,47,
"Bethel, Cindy",Bethel,Cindy,https://scholar.google.com/citations?user=Alsv0h8AAAAJ&hl=en&oi=ao,412,11,12,16,Mississippi State University  ,Associate,47,
"Hansen, Eric A.",Hansen,Eric A.,https://scholar.google.com/citations?user=9PEURssAAAAJ&hl=en&oi=ao,3604,30,53,106,Mississippi State University  ,Associate,47,
"Jankun-kelly, T.J.",Jankun-kelly,T.J.,https://scholar.google.com/citations?user=KKzGz-YAAAAJ&hl=en&oi=ao,1393,19,24,52,Mississippi State University  ,Associate,47,
"Perkins, Andy D.",Perkins,Andy D.,NA,NaN,NaN,NaN,NaN,Mississippi State University  ,Associate,47,
"Ramkumar, Mahalingam",Ramkumar,Mahalingam,NA,NaN,NaN,NaN,28,Mississippi State University  ,Associate,47,
"Zhang, Song",Zhang,Song,NA,NaN,NaN,NaN,NaN,Mississippi State University  ,Associate,47,
"Archibald, Christopher",Archibald,Christopher,https://scholar.google.com/citations?user=tH8pducAAAAJ&hl=en&oi=ao,96,5,4,1,Mississippi State University  ,Assistant,47,
"Bhowmik, Tanmay",Bhowmik,Tanmay,https://scholar.google.com/citations?user=pat4_roAAAAJ&hl=en&oi=ao,70,6,1,2,Mississippi State University  ,Assistant,47,
"Williams, Byron",Williams,Byron,https://scholar.google.com/citations?user=t4bGLWUAAAAJ&hl=en,212,8,7,4,Mississippi State University  ,Assistant,47,
"Young, Max",Young,Max,NA,NaN,NaN,NaN,0,Mississippi State University  ,Assistant,47,
"Das, Sajal K.",Das,Sajal K.,https://scholar.google.com/citations?user=mbaG-mQAAAAJ&hl=en,21875,73,366,286,Missouri University of Science & Technology  ,Full,48,
"Ercal, Fikret",Ercal,Fikret,https://scholar.google.com/citations?user=Bi5Ji_8AAAAJ&hl=en,1716,18,25,51,Missouri University of Science & Technology  ,Full,48,
"Hurson, Ali",Hurson,Ali,NA,NaN,NaN,NaN,65,Missouri University of Science & Technology  ,Full,48,
"Madria, Sanjay",Madria,Sanjay,https://scholar.google.com/citations?user=4xAVBVIAAAAJ&hl=en,3755,27,75,53,Missouri University of Science & Technology  ,Full,48,
"McMillin, Bruce M.",McMillin,Bruce M.,https://scholar.google.com/citations?user=5XZQO_sAAAAJ&hl=en&oi=sra,1335,20,43,26,Missouri University of Science & Technology  ,Full,48,
"Sabharwal, Chaman",Sabharwal,Chaman,https://scholar.google.com/citations?user=ogiOHB4AAAAJ&hl=en,517,11,13,17,Missouri University of Science & Technology  ,Full,48,
"Jiang, Wei",Jiang,Wei,https://scholar.google.com/citations?user=2gUnYdsAAAAJ&hl=en,3504,23,77,80,Missouri University of Science & Technology  ,Associate,48,
"Leopold, Jennifer",Leopold,Jennifer,https://scholar.google.com/citations?user=KYkeG14AAAAJ&hl=en,288,8,6,8,Missouri University of Science & Technology  ,Associate,48,
"Lin, Dan",Lin,Dan,https://scholar.google.com/citations?user=bSWreJ4AAAAJ&hl=en,2273,25,38,74,Missouri University of Science & Technology  ,Associate,48,
"Tauritz, Daniel",Tauritz,Daniel,https://scholar.google.com/citations?user=ENvUql8AAAAJ&hl=en,441,11,14,13,Missouri University of Science & Technology  ,Associate,48,
"Fu, Yanjie",Fu,Yanjie,https://scholar.google.com/citations?user=OSArex4AAAAJ&hl=en,202,7,5,3,Missouri University of Science & Technology  ,Assistant,48,
"Guo, Zhishan",Guo,Zhishan,https://scholar.google.com/citations?user=e3_l6fwAAAAJ&hl=en,400,10,10,12,Missouri University of Science & Technology  ,Assistant,48,
"Saifullah, Abusayeed",Saifullah,Abusayeed,https://scholar.google.com/citations?user=CYwffSUAAAAJ&hl=en,715,12,13,28,Missouri University of Science & Technology  ,Assistant,48,
"Silvestri, Simone",Silvestri,Simone,https://scholar.google.com/citations?user=r4hdOZMAAAAJ&hl=en,355,11,11,13,Missouri University of Science & Technology  ,Assistant,48,
"Xiong, Haoyi",Xiong,Haoyi,https://scholar.google.com/citations?user=f_Kcie0AAAAJ&hl=en,283,11,12,15,Missouri University of Science & Technology  ,Assistant,48,
"Yin, Zhaozheng",Yin,Zhaozheng,https://scholar.google.com/citations?user=x-y92ksAAAAJ&hl=en,1040,17,28,41,Missouri University of Science & Technology  ,Assistant,48,
"Mumey, Brendan",Mumey,Brendan,https://scholar.google.com/citations?user=gw5eQs8AAAAJ&hl=en&oi=ao,565,12,13,18,Montana State University  ,Full,49,
"Paxton, John",Paxton,John,NA,NaN,NaN,NaN,NaN,Montana State University  ,Full,49,
"Sheppard, John",Sheppard,John,https://scholar.google.com/citations?user=H6cL-14AAAAJ&hl=en&oi=ao,1515,17,39,30,Montana State University  ,Full,49,
"Zhu, Binhai",Zhu,Binhai,NA,NaN,NaN,NaN,36,Montana State University  ,Full,49,
"Fasy, Brittany",Fasy,Brittany,https://scholar.google.com/citations?user=oiTuXgIAAAAJ&hl=en&oi=ao,169,7,6,4,Montana State University  ,Assistant,49,
"Izurieta, Clem",Izurieta,Clem,https://scholar.google.com/citations?user=O-DTnjAAAAAJ&hl=en&oi=sra,700,12,14,16,Montana State University  ,Assistant,49,
"Kanewala, Upulee",Kanewala,Upulee,https://scholar.google.com/citations?user=WIG-usAAAAAJ&hl=en&oi=ao,63,5,3,0,Montana State University  ,Assistant,49,
"Wittie, Mike",Wittie,Mike,https://scholar.google.com/citations?user=jald9mcAAAAJ&hl=en&oi=ao,223,6,5,4,Montana State University  ,Assistant,49,
"Yang, Qing",Yang,Qing,https://scholar.google.com/citations?user=FIMxNL0AAAAJ&hl=en,5130,30,98,54,Montana State University  ,Assistant,49,
"Berzins, Valdis",Berzins,Valdis,NA,NaN,NaN,NaN,50,Naval Postgraduate School  ,Full,50,
"Darken, Rudy",Darken,Rudy,NA,NaN,NaN,NaN,6,Naval Postgraduate School  ,Full,50,
"Denning, Peter J.",Denning,Peter J.,https://scholar.google.com/citations?user=bfs3-ZoAAAAJ&hl=en&oi=sra,19432,54,166,420,Naval Postgraduate School  ,Full,50,
"Irvine, Cynthia",Irvine,Cynthia,NA,NaN,NaN,NaN,60,Naval Postgraduate School  ,Full,50,
Luqi,Luqi,,NA,NaN,NaN,NaN,NaN,Naval Postgraduate School  ,Full,50,
"Michael, Bret",Michael,Bret,NA,NaN,NaN,NaN,NaN,Naval Postgraduate School  ,Full,50,
"Rowe, Neil",Rowe,Neil,NA,NaN,NaN,NaN,40,Naval Postgraduate School  ,Full,50,
"Singh, Gurminder",Singh,Gurminder,NA,NaN,NaN,NaN,NaN,Naval Postgraduate School  ,Full,50,
"Xie, Geoffrey",Xie,Geoffrey,https://scholar.google.com/citations?user=kEM42bEAAAAJ&hl=en&oi=ao,2580,21,37,73,Naval Postgraduate School  ,Full,50,
